id,product_id,product_name,timestamp,purchase_count
216,P020,Product_20,2025-07-22 06:38:37.173841,7
217,P001,Product_1,2025-07-22 03:38:37.173841,8
218,P010,Product_10,2025-07-22 18:38:37.173841,8
219,P002,Product_2,2025-07-26 08:38:37.173841,7
220,P013,Product_13,2025-07-23 13:38:37.173841,1
221,P019,Product_19,2025-07-28 10:38:37.173841,6
222,P002,Product_2,2025-07-23 00:38:37.173841,6
223,P019,Product_19,2025-07-21 23:38:37.173841,1
224,P010,Product_10,2025-07-27 00:38:37.173841,7
225,P003,Product_3,2025-07-27 03:38:37.173841,3
226,P018,Product_18,2025-07-24 23:38:37.173841,9
227,P014,Product_14,2025-07-22 00:38:37.173841,6
228,P019,Product_19,2025-07-23 16:38:37.173841,9
229,P003,Product_3,2025-07-26 05:38:37.173841,9
230,P007,Product_7,2025-07-26 02:38:37.173841,1
231,P008,Product_8,2025-07-26 12:38:37.173841,3
232,P002,Product_2,2025-07-21 18:38:37.173841,6
233,P014,Product_14,2025-07-23 05:38:37.173841,5
234,P018,Product_18,2025-07-24 12:38:37.173841,1
235,P013,Product_13,2025-07-26 07:38:37.173841,3
236,P006,Product_6,2025-07-25 00:38:37.173841,1
237,P010,Product_10,2025-07-28 15:38:37.173841,6
238,P004,Product_4,2025-07-24 01:38:37.173841,4
239,P001,Product_1,2025-07-26 13:38:37.173841,6
240,P011,Product_11,2025-07-24 16:38:37.173841,5
241,P015,Product_15,2025-07-25 10:38:37.173841,6
242,P012,Product_12,2025-07-22 12:38:37.173841,9
243,P016,Product_16,2025-07-21 23:38:37.173841,6
244,P016,Product_16,2025-07-28 04:38:37.173841,2
245,P020,Product_20,2025-07-27 21:38:37.173841,7
246,P018,Product_18,2025-07-22 03:38:37.173841,9
247,P008,Product_8,2025-07-25 22:38:37.173841,10
248,P008,Product_8,2025-07-23 12:38:37.173841,10
249,P015,Product_15,2025-07-27 23:38:37.173841,6
250,P016,Product_16,2025-07-23 13:38:37.173841,3
251,P007,Product_7,2025-07-24 20:38:37.173841,10
252,P018,Product_18,2025-07-23 22:38:37.173841,10
253,P017,Product_17,2025-07-24 07:38:37.173841,7
254,P004,Product_4,2025-07-27 01:38:37.173841,5
255,P008,Product_8,2025-07-25 10:38:37.173841,6
256,P007,Product_7,2025-07-25 07:38:37.173841,3
257,P006,Product_6,2025-07-27 10:38:37.173841,7
258,P007,Product_7,2025-07-26 04:38:37.173841,7
259,P008,Product_8,2025-07-22 16:38:37.173841,3
260,P010,Product_10,2025-07-24 21:38:37.173841,5
261,P008,Product_8,2025-07-23 07:38:37.173841,2
262,P001,Product_1,2025-07-27 15:38:37.173841,10
263,P017,Product_17,2025-07-27 01:38:37.173841,8
264,P020,Product_20,2025-07-26 23:38:37.173841,7
265,P015,Product_15,2025-07-26 04:38:37.173841,7
266,P003,Product_3,2025-07-22 12:38:37.173841,10
267,P005,Product_5,2025-07-22 03:38:37.173841,5
268,P002,Product_2,2025-07-24 01:38:37.173841,3
269,P009,Product_9,2025-07-22 20:38:37.173841,7
270,P005,Product_5,2025-07-25 03:38:37.173841,5
271,P017,Product_17,2025-07-24 17:38:37.173841,7
272,P012,Product_12,2025-07-22 12:38:37.173841,4
273,P001,Product_1,2025-07-25 13:38:37.173841,2
274,P002,Product_2,2025-07-21 20:38:37.173841,1
275,P008,Product_8,2025-07-23 16:38:37.173841,8
276,P018,Product_18,2025-07-26 00:38:37.173841,4
277,P003,Product_3,2025-07-23 15:38:37.173841,4
278,P012,Product_12,2025-07-23 08:38:37.173841,2
279,P014,Product_14,2025-07-23 20:38:37.173841,9
280,P008,Product_8,2025-07-21 21:38:37.173841,8
281,P002,Product_2,2025-07-27 07:38:37.173841,8
282,P015,Product_15,2025-07-27 03:38:37.173841,9
283,P016,Product_16,2025-07-26 22:38:37.173841,7
284,P002,Product_2,2025-07-24 16:38:37.173841,3
285,P016,Product_16,2025-07-26 19:38:37.173841,10
286,P003,Product_3,2025-07-23 20:38:37.173841,10
287,P013,Product_13,2025-07-24 08:38:37.173841,4
288,P003,Product_3,2025-07-24 23:38:37.173841,9
289,P020,Product_20,2025-07-23 07:38:37.173841,10
290,P014,Product_14,2025-07-24 09:38:37.173841,5
291,P009,Product_9,2025-07-27 05:38:37.173841,2
292,P020,Product_20,2025-07-26 13:38:37.173841,1
293,P013,Product_13,2025-07-24 22:38:37.173841,9
294,P007,Product_7,2025-07-22 07:38:37.173841,6
295,P012,Product_12,2025-07-26 08:38:37.173841,2
296,P012,Product_12,2025-07-23 20:38:37.173841,1
297,P001,Product_1,2025-07-25 03:38:37.173841,8
298,P001,Product_1,2025-07-28 12:38:37.173841,9
299,P006,Product_6,2025-07-23 05:38:37.173841,2
300,P014,Product_14,2025-07-23 07:38:37.173841,7
